Record_Id,Question_Id,Question_Text,Quetion_Type,Question_Start_Word,Answer_ID,Full_Answer,Expert_Commentary,Hadith_Full_Answer,Hadith_Matn,Answer-Instances ,Source_Name,Source_Link,Credibility,Question_ID_in_the_Orignal_Dataset
26,26,هل يعلم الغيب أحد؟,C ,هل,1,لاَ يعلم الغيبَ أحدٌ إِلاَّ الله ( وعِنده مفاتِحُ الغَيب لاَ يعلمها إِلاَّ هُوَ) [الأنعام: 59].   ( لاَ يعلم الغيبَ إِلاَّ الله) (حسن رواه الطّبراني),لاَ يعلم الغيبَ أحدٌ إِلاَّ الله,( لاَ يعلم الغيبَ إِلاَّ الله) (حسن رواه الطّبراني), لاَ يعلم الغيبَ إِلاَّ الله, لاَ يعلم الغيبَ إِلاَّ الله,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,29
27,27,بماذا يجب أن يحكم المسلمون؟,D ,بماذا,1,يجب أَنْ يحكموا بالقرآن والسنّة النّبويّة ( وأنِ احكم بينهم بِمَا أنزل الله) [المائدة: 49].   (الله هُوَ الحكم وإليه المصير) (حسن رواه أبو داود),يجب أَنْ يحكموا بالقرآن والسنّة النّبويّة,(الله هُوَ الحكم وإليه المصير) (حسن رواه أبو داود),الله هُوَ الحكم وإليه المصير,الله هُوَ الحكم,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,30
28,28,ما حكم العمل بالقوانين المخالفة للإسلام؟,D ,ما,1,العمل بِهَا كفر إِذَا أجازها ( ومن لَمْ يحكم بِمَا أنزل الله فأولئك هم الكافرون) [المائدة: 44].   ( وَمَا لَمْ تحكم أئمّتهم بكتاب الله ويتخيّروا مما أنزل الله إِلاَّ جعل الله بأسهم بينهم) (حسن رواه ابن ماجه),العمل بِهَا كفر إِذَا أجازها,( وَمَا لَمْ تحكم أئمّتهم بكتاب الله ويتخيّروا مما أنزل الله إِلاَّ جعل الله بأسهم بينهم) (حسن رواه ابن ماجه), وَمَا لَمْ تحكم أئمّتهم بكتاب الله ويتخيّروا مما أنزل الله إِلاَّ جعل الله بأسهم بينهم, وَمَا لَمْ تحكم أئمّتهم بكتاب الله ويتخيّروا مما أنزل الله إِلاَّ جعل الله بأسهم بينهم,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,31
29,29,هل يجوز الحلف بغير الله؟,C ,هل,1,لاَ يجوز الحلف إِلاَّ بالله ( قل بلى وربّي لتبعثنّ) [التغابن: 7].   ( من حلف بغير الله فَقَدْ أشرك) (صحيح رواه أحمد),لاَ يجوز الحلف إِلاَّ بالله,( من حلف بغير الله فَقَدْ أشرك) (صحيح رواه أحمد), من حلف بغير الله فَقَدْ أشرك, من حلف بغير الله فَقَدْ أشرك,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,32
30,30,هل يجوز تعليق الخرز والتمائم للشفاء؟,C ,هل,1,لاَ يجوز تعليقها لأنّه من الشّرك ( وإن يمسسكَ اللهُ بضرٍّ فَلاَ كاشفَ لَهُ إِلاَّ هُوَ) [الأنعام: 17].   (من علّق تميمةً فَقَدْ اشرك) [التميمة: مَا يُعلّق مِن العين] (صحيح رواه أحمد),لاَ يجوز تعليقها لأنّه من الشّرك,(من علّق تميمةً فَقَدْ اشرك) [التميمة: مَا يُعلّق مِن العين] (صحيح رواه أحمد),من علّق تميمةً فَقَدْ اشرك,من علّق تميمةً فَقَدْ اشرك,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,33
31,31,بماذا نتوسل إلى الله تعالى؟,D ,بماذا,1,نتوسّل بأسمائه وصفاته والعمل الصّالح (وللهِ الأسماء الحسنى فادعوه بها) [الأعراف: 18].   ( أسألك بكلِّ اسمٍ هُوَ لكَ سمّيتَ بِهِ نفسك) (صحيح رواه أحمد),نتوسّل بأسمائه وصفاته والعمل الصّالح,( أسألك بكلِّ اسمٍ هُوَ لكَ سمّيتَ بِهِ نفسك) (صحيح رواه أحمد), أسألك بكلِّ اسمٍ هُوَ لكَ سمّيتَ بِهِ نفسك, أسألك بكلِّ اسمٍ هُوَ لكَ سمّيتَ بِهِ نفسك,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,34
32,32,هل يحتاج الدعاء لواسطة مخلوق؟,C ,هل,1,لاَ يحتاج الدّعاء لواسطة مخلوق (وَإِذَا سألك عبادي عنّي فإنّي قريب أُجيب دعوة الدّاعِ إِذَا دعان)  [البقرة: 186].   ( إنّكم تدعون سميعاً قريباً وَهُوَ معكم) [أَيْ بعلمه يسمعكم ويراكم] (رواه مسلم),لاَ يحتاج الدّعاء لواسطة مخلوق,( إنّكم تدعون سميعاً قريباً وَهُوَ معكم) [أَيْ بعلمه يسمعكم ويراكم] (رواه مسلم), إنّكم تدعون سميعاً قريباً وَهُوَ معكم, إنّكم تدعون سميعاً قريباً وَهُوَ معكم,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,35
33,33,ما هي واسطة الرسول صلى الله عليه وسلم؟,D ,ما,1,واسطة الرّسول صلى الله عليه وسلم هِيَ التّبليغ ( يَا أيّها الرَّسُول بلّغ مَا أنزل إليك من ربّك) [المائدة: 67].   (اللّهم هَلْ بلّغت اللّهم اشهد) [جواباً لقول الصحابة نشهد أنّك قد بلّغت] (رواه مسلم),واسطة الرّسول صلى الله عليه وسلم هِيَ التّبليغ,(اللّهم هَلْ بلّغت اللّهم اشهد) [جواباً لقول الصحابة نشهد أنّك قد بلّغت] (رواه مسلم),اللّهم هَلْ بلّغت اللّهم اشهد,اللّهم هَلْ بلّغت اللّهم اشهد,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,36
34,34,ممن نطلب شفاعة الرسول صلى الله عليه وسلم؟,D ,ممن,1,نطلب شفاعة الرّسول صلى الله عليه وسلم من الله ( قل للهِ الشّفاعة جميعاً) [الزمر: 44].   ( اللّهم شفّعه فيّ) [أَيْ شفّع الرّسول صلى الله عليه وسلم فيّ] (رواه الترمذي وقال حديث حسن),نطلب شفاعة الرّسول صلى الله عليه وسلم من الله,( اللّهم شفّعه فيّ) [أَيْ شفّع الرّسول صلى الله عليه وسلم فيّ] (رواه الترمذي وقال حديث حسن), اللّهم شفّعه فيّ, اللّهم,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,37
35,35,كيف نحب الله ورسوله صلى الله عليه وسلم؟,D ,كيف,1,المحبّة تكون بالطّاعة واتّباع الأوامر ( قل إن كنتم تحبّون الله فاتّبعوني يُحببكم الله) [آل عمران: 31].   ( لاَ يؤمن أحدكم حتّى أكون أحبّ إِلَيْهِ من والده وولده والنّاس أجمعين) (رواه البخاري),المحبّة تكون بالطّاعة واتّباع الأوامر,( لاَ يؤمن أحدكم حتّى أكون أحبّ إِلَيْهِ من والده وولده والنّاس أجمعين) (رواه البخاري), لاَ يؤمن أحدكم حتّى أكون أحبّ إِلَيْهِ من والده وولده والنّاس أجمعين, لاَ يؤمن أحدكم حتّى أكون أحبّ إِلَيْهِ من والده وولده والنّاس أجمعين,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,38
36,36,هل نبالغ في مدح الرسول صلى الله عليه وسلم؟,C ,هل,1,لاَ نبالغ فِي مدح الرّسول صلى الله عليه وسلم ( قل إنّما أنا بشرٌ مثلكم يوحى إليّ أنّما إلهكم إله واحد)[الكهف: 110].   (إنّما أنا بشرٌ مثلكم) (رواه أحمد وصححه الألباني),لاَ نبالغ فِي مدح الرّسول صلى الله عليه وسلم,(إنّما أنا بشرٌ مثلكم) (رواه أحمد وصححه الألباني),إنّما أنا بشرٌ مثلكم,إنّما أنا بشرٌ مثلكم,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,39
37,37,من أي شيء خلق محمد صلى الله عليه وسلم؟,D ,من,1,خلق الله محمّداً صلى الله عليه وسلم من نطفة (هُوَ الَّذِي خلقكم من ترابٍ ثمّ مِن نطفة) [غافر: 67].   (إنّ أحدكم يجمع خلقه فِي بطن أمّه أربعين يوماً نطفة) (متّفق عَلَيهِ),خلق الله محمّداً صلى الله عليه وسلم من نطفة,(إنّ أحدكم يجمع خلقه فِي بطن أمّه أربعين يوماً نطفة) (متّفق عَلَيهِ),إنّ أحدكم يجمع خلقه فِي بطن أمّه أربعين يوماً نطفة,نطفة,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,41
38,38,ما حكم الجهاد في سبيل الله؟,D ,ما,1,الجهاد واجب بالمال والنّفس واللّسان ( اِنْفروا خفافاً وثِقالاً وجاهدوا بأموالكم وأنفسكم) [التّوبة: 41].   ( جاهدوا المشركين بأموالكم وأنفسكم وألسنتكم) (صحيح رواه أبو داود),الجهاد واجب بالمال والنّفس واللّسان,( جاهدوا المشركين بأموالكم وأنفسكم وألسنتكم) (صحيح رواه أبو داود), جاهدوا المشركين بأموالكم وأنفسكم وألسنتكم, جاهدوا المشركين بأموالكم وأنفسكم وألسنتكم,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,42
39,39,ما هو الولاء للمؤمنين؟,D ,ما,1,هُوَ الحبّ والنصرة للمؤمنين والموَحّدين (والمُؤمنون والمؤمناتُ بعضهم أولياء بعض) [التّوبة: 71].   (المؤمن للمؤمن كالبنيان يشدُّ بعضه بعضاً) (رواه مسلم),هُوَ الحبّ والنصرة للمؤمنين والموَحّدين,(المؤمن للمؤمن كالبنيان يشدُّ بعضه بعضاً) (رواه مسلم),المؤمن للمؤمن كالبنيان يشدُّ بعضه بعضاً,المؤمن للمؤمن كالبنيان يشدُّ بعضه بعضاً,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,43
40,40,هل تجوز موالاة الكفار ونصرتهم؟,C ,هل,1,لاَ تجوز مولاة الكفّار ونصرتهم ( ومن يتولّهم منكم فإنّه منهم)  (أَيْ الكافرين) [المائدة: 51].   ( إن آل بني فلان ليسوا لي بأولياء) [لأنّهم من الكفّار] (متّفق عَلَيهِ),لاَ تجوز مولاة الكفّار ونصرتهم,( إن آل بني فلان ليسوا لي بأولياء) [لأنّهم من الكفّار] (متّفق عَلَيهِ), إن آل بني فلان ليسوا لي بأولياء, إن آل بني فلان ليسوا لي بأولياء,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,44
41,41,من هو الولي؟,D ,من,1,الوليُّ هُوَ المؤمنُ التّقيّ ( ألآ إنّ أولياء اللهِ لاَ خوفٌ عليهم وَلاَ هم يحزنون الَّذِينَ آمنوا وكانوا يتّقون).   ( إنّما وليِّي اللهُ وصالح المؤمنين) (متّفق عَلَيهِ),الوليُّ هُوَ المؤمنُ التّقيّ,( إنّما وليِّي اللهُ وصالح المؤمنين) (متّفق عَلَيهِ), إنّما وليِّي اللهُ وصالح المؤمنين, صالح المؤمنين,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,45
42,42,لماذا أنزل الله القرآن؟,D ,لماذا,1,أنزل الله القرآن للعمل بِهِ (اِتّبعوا مَا أنزل إليكم من ربّكم وَلاَ تتّبعوا من دونه أولياء) [الأعراف: 3].   ( اِقرأوا القرآن واعملوا بِهِ وَلاَ تأكلوا بِهِ وَلاَ تستكثِروا به) (رواه أحمد),أنزل الله القرآن للعمل بِهِ,( اِقرأوا القرآن واعملوا بِهِ وَلاَ تأكلوا بِهِ وَلاَ تستكثِروا به) (رواه أحمد), اِقرأوا القرآن واعملوا بِهِ وَلاَ تأكلوا بِهِ وَلاَ تستكثِروا به, اِقرأوا القرآن واعملوا بِهِ,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,46
43,43,هل نستغني بالقرآن عن الحديث؟,C ,هل,1,لاَ نستغني بالقرآن عَنْ الحديث ( وأنزلنا إليكَ الذّكر لتبيّن للنّاس مَا نُزّل إليهم) [النَّحل: 44].   ( ألا وإنّي أوتيت القرآن ومثله معه) (صحيح رواه أبو داود),لاَ نستغني بالقرآن عَنْ الحديث,( ألا وإنّي أوتيت القرآن ومثله معه) (صحيح رواه أبو داود), ألا وإنّي أوتيت القرآن ومثله معه, ألا وإنّي أوتيت القرآن ومثله معه,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,47
44,44,هل نقدم قولا على قول الله ورسوله؟,C ,هل,1,لاَ نقدّم قولاً عَلَى قول الله ورسوله ( يَا أيّها الذّين آمنوا لاَ تُقدّموا بَيْنَ يدي اللهِ ورسوله) [الحجرات: 1].   ( لاَ طاعة لأحدٍ فِي معصية الله إنّما الطّاعة فِي المعروف) (متّفق عَلَيهِ),لاَ نقدّم قولاً عَلَى قول الله ورسوله,( لاَ طاعة لأحدٍ فِي معصية الله إنّما الطّاعة فِي المعروف) (متّفق عَلَيهِ), لاَ طاعة لأحدٍ فِي معصية الله إنّما الطّاعة فِي المعروف, لاَ طاعة لأحدٍ فِي معصية الله إنّما الطّاعة فِي المعروف,كتاب عقيدة كل مسلم في سؤال و جواب لمحمد بن جميل زينو,https://www.noor-book.com/%D9%83%D8%AA%D8%A7%D8%A8-%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D9%83%D9%84-%D9%85%D8%B3%D9%84%D9%85-%D9%81%D9%8A-%D8%B3%D8%A4%D8%A7%D9%84-%D9%88-%D8%AC%D9%88%D8%A7%D8%A8-pdf,yes,48
